id,categoryId,country,name,description,person,phone,email,website,wechat,logo,capacity,size,export,commitment
31,4,Egypt 埃及,Dosy,"Dosy is a tech-based platform empowering women in Egypt through scooter and bicycle training, eco-friendly transport, and job opportunities. We offer convenient online booking, flexible training locations, and added services like maintenance and self-defense. Our innovative edge lies in combining women’s empowerment with sustainable mobility and inclusive economic opportunities. Dosy是一个技术基础平台。我们通过滑板车和自行车培训，环保交通以及就业机会来为埃及女性赋能。我们可以线上预定，培训地点灵活，还增加了维修和自卫等服务。我们结合了妇女赋权，可持续流动性以及包容型经济机会，这也是我们的创新优势所在。",Mr/s. Nouran Farouk,+201021181364,info@dosybikes.com,https://dosybikes.com/,,logo.jpg,500 trainees/ month 每月500人,"Core team of 10, with 300+ instructors 核心团队10人，外加300+教师",,"Women’s empowerment through economic opportunities and mobility access. Promotion of eco-friendly, sustainable transport solutions. Reducing traffic congestion and urban pollution in Egypt. 通过经济机会和无障碍环境增强女性权能；促进环保，可持续的交通方案；减少埃及的交通拥堵和空气污染"
32,4,Honduras 洪都拉斯,Grupo Gurús S.,"Plazza.com is a digital marketplace connecting MSMEs, entrepreneurs, and brands with local and global buyers. Our platform integrates secure payment systems, efficient logistics, and user-friendly technology. We give MSMEs, women, and young entrepreneurs access to digital tools and global markets. By promoting financial inclusion, equal opportunities, and sustainable growth, we help transform local businesses into global players while fostering community development across Honduras and Latin America. Plzza.com是一个将中小微企业，企业家和品牌与本地及全球买家连接起来的数字市场。我们的平台整合了安全支付系统高效物流和用户友好的科技。我们向中小微企业，女性以及青年企业家们提供了使用数字工具和进入全球市场的通道。通过促进金融普惠、机会平均和可持续增长，我们帮助本地企业在国际上拥有一席之地，同时促进洪都拉斯和拉丁美洲之间的社区发展。",Mr. Arlon Oseguera Licona,+50432111211,arlon.oseguera@gurushonduras.com,www.plazza.com,Arlon_Osegueral_,logo.jpg,1000 —5000 units/ month 每月1000—5000个,40,"Peru, Guatemala, El Salvador, Panama 秘鲁、危地马拉、萨尔瓦多、巴拿马","We work to reduce the digital gap and give opportunities to small businesses, women, and young entrepreneurs to sell their products around the world. 我们致力于减少数字鸿沟，为小企业，女性和青年企业家提供机会将商品销往全世界。"
33,4,India 印度,Rootskart,"Rootskart is an agri-tech diagnostics platform offering AI, GIS, satellite-based insights with NDVI & NDWI analytics to monitor crop health, water stress, and soil conditions. Our strength lies in precision, scalability, and accessibility, giving farmers timely, actionable intelligence. With innovation at the core, we drive sustainable farming and higher productivity. Rootskart是一个农业科技诊断平台，提供AI，GIS，基于NDVI和NDWI分析的卫星遥感，用以监视农作物健康、水分胁迫和土壤状况。我们的优势在于精准、可扩展和易使用，为农民提供及时的可操作情报。我们以创新作为核心，驱动可持续农业，提升生产效益。",Mr. Susheel,+919741670371,susheelshetty@rootskart.in,www.rootskart.in,,logo.jpg,Up to 100000 acres/ day 10万英亩/天,10 persons 10人,"Southeast Asia, ASEAN, UAE 东南亚，东盟各国，阿拉伯联合酋长国",Promoting sustainable farming and empowering smallholder farmers. 促进可持续农业，增强小农权能
34,4,Iraq 伊拉克,Exchange Programmes,,,,,,,,,,,
35,4,Kenya 肯尼亚,ASARAY TOURS LTD,"AsaRay Tours specialty is customized safari experiences! We create transformative safari experiences that immerse you in the majestic natural wonders of Kenya, East Africa and beyond with a commitment to sustainable ecotourism.  We aim to foster a deep appreciation for conservation and local communities, delighting you with exceptional hospitality while preserving the rich cultural heritage of our land and communities.  AsaRay Tour为您量身定制野生观光旅行！秉持着可持续生态的理念，我们创造变革性的体验野生观光，让您沉浸在肯尼亚和东非的壮丽景观中。我们旨在激发人们对自然保护和当地社区的深刻认同，以非凡的待客之道为您带来愉悦，同时守护这片土地与社区的丰富文化遗产。",Mr/s. Esther Omoche,+254721517455,sales@asaraytours.com,www.asaraytours.com,,logo.jpg,20 Tours/ month 每月20趟旅行,6,"USA, German, Africa 美国，德国，非洲",Sustainable Travel - Empowering Local Communities 可持续旅行 - 增强当地社区权能
36,4,Kenya 肯尼亚,VersaTech Global Solutions Ltd,,,,,,,,,,,
37,4,Kenya,ZHONGKEN INTERNATIONAL HUMAN RESOURCES CONSULTING LTD,"A leading human resource service provider for Chinese-funded enterprises in Kenya.At Zhongken Consulting, cover staff outsourcing, contract manufacturing, payroll processing and compliance management for Chinese-funded enterprises operating in Kenya, with particular expertise in flexible employment and supply chain integration for labor-intensive industries.作为在肯尼亚为中资企业服务的一家领先的人力资源服务提供商。在中肯咨询公司，为在肯尼亚运营的中资企业提供员工外包、合同制造、工资处理和合规管理等服务，尤其在劳动密集型行业的灵活用工和供应链整合方面拥有专业优势。","Mr. Dennis Rugaita
Ms. Angela Wangeci",5.09471E+11,dennis.r@zhongkenhr.com / angela.r@zhongkenhr.com,www.zhongkenhr.com,wxid_akbyc7rmbtsx12 / cjt456,,Service Delivery服务交付,12000,Local Service Provider 本地服务提供商,"Labour Relations, Legal and Statutory compliance 劳动关系、法律及法定合规性"
38,4,Malawi,Sustainable Farming Solutions,"A Malawian social enterprise enabling smallholder farmers to drive climate action. Through Smart-Tree digital platform,generate and transparently track pre-sale carbon credits from community-led restoration.Innovation lies in combining loca participation with rigorous monitoring ensuring traceable, high-impact, and socially inclusive carbon solutions.一家位于马拉维的社会企业，旨在帮助小规模农户推动气候行动。通过“智能树”数字平台, 通过社区主导的恢复项目生成并透明地追踪售前碳信用额度,创新之处在于将当地参与与严格监测相结合，以确保可追溯、高影响力且具有社会包容性的碳解决方案。",Ms. Thembi UGANJA,+265995929372,thembi.uganja@sfsmw.org,www.sfsmw.org,,logo.jpg,"Proiected 61.300 tcO2e available in 2027, 81,000 tCO2e annually thereafter预计到 2027 年将有 61300 吨二氧化碳当量可供使用，此后每年将有 81000 吨二氧化碳当量可供使用",12 full-time staff and 150+ community partners12 名全职员工以及 150 多个社区合作伙伴,"Emerging market entry, pre-sale interest from Europe and Africa新兴市场的进入、来自欧洲和非洲的预售意向","Empowering smallholder farmers, gender equity, youth employment, climate resilience and transparent benefit sharing增强小农户的生产能力、实现性别平等、促进青年就业、增强气候适应能力以及实现透明的利益分配"
39,4,Mauritius,Sphere Media Technologies Co Ltd,"Sphere Media Technologies is a strategic brand management and digital marketing agency. Grow businesses intelligently，blend creativity, data, and technology to build strong brands, drive measurable performance, and create lasting impact. From strategy to execution, partner with our clients to elevate visibility, engagement, and growth.Sphere Media Technologies是一家专注于品牌管理和数字营销的机构。以明智的方式助力企业发展。将创意、数据和技术相结合，以打造强大的品牌。推动可衡量的业绩表现，并产生持久的影响。从战略规划到执行过程，我们与客户携手合作，以提升透明度、增强参与度并促进增长。",Mrs. Ranjana FOOGOOA,(+230)5710-3647,ranjana.foogooa"@spheremedialtd.com,https://spheremedia.mu,ranj-smf-mru,logo.jpg,Not applicable不适用,15 persons 15人,Export-ready. We work with local and international brands 出口型产品。我们与本地及国际品牌合作,"Pro-bono training to women-led msmes through SME Mauritius. We omnloy 2 wulnorable womon who would otheruice havo hoon self-employed deriving uncertain income but instead receiving regular monthly salaried-income.Contribution to social impact proiects- e.g contribution to educating blind children, work will local vulnerable craftsmen for corporate gifting.通过SME Mauritius为女性领导的中小微企业提供无偿培训。我们招募了2名贫困妇女，否则她们将成为个体经营者，收入不确定，但却能获得固定的每月工资收入。对社会影响项目的贡献——例如为失明儿童提供教育帮助，为公司礼品活动提供当地弱势工匠的服务。"
40,4,Mexico,Business Facilitation and Trading Mexico,"Assist enterprises in developing customized solutions for trade and investment in Mexico, China, and Hong Kong，Consulting firm that provides design and support for international business projects focusing on the identification, planning and operation of companies; products and services, internationa marketing; advisory for investment and trade compliance, contract manufacturing advisory; commercia representation: promotion. public and corporate affairs.协助企业为在墨西哥、中国和香港的贸易及投资活动量身定制解决方案，提供国际商业项目设计与支持服务的咨询公司，专注于企业识别、规划与运营；产品与服务、国际市场营销；投资与贸易方面的咨询服务。",Ms. Karla Loyo,+52 5530465656,karla.loyo@bftmexico.com,https://bftmexico.com/,karlaloyoa,logo.jpg,NA,10,China/ HK/Mexico 中国/中国香港/墨西哥,Reduce our environmental impact by increasing our resilience and climate change actions.通过增强我们的适应能力和采取应对气候变化的措施，来减少我们对环境的影响。
41,4,Nepal,Alternative Technology Pvt Ltd,"Alternative Technology is a global company focused on computer graphics innovation for custom carpets that has significantly empowered the custom rug industry and has transformed the way carpets are designed, produced, and marketed. Our Carpet Software Suite is one of the very few global standards for designing and illustrating rugs.替代技术”是一家全球性的公司，专注于定制地毯的计算机图形创新技术，这极大地推动了定制地毯行业的发展，并改变了地毯的设计、生产及营销方式。我们的地毯软件套件是全球为数不多的用于设计和绘制地毯的标准之一。",Mrs. Padma Tara Tuladhar,+9779851200513,info@explorug.net,https://alternative.com.np/, ptandukar,logo.jpg,60 units (users)/month每月 60 个（用户）,23 persons 23人,"Worldwide 200 countries (Europe, USA, India, Australia, UK) 全球 200 个国家（欧洲、美国、印度、澳大利亚、英国）","Enhance the design, production, and marketing canahillities of custom rug makers for facilitating a cost-effective and sustainable carpet industry.提升定制地毯制造商在设计、生产及营销方面的优势，以促进成本效益高且可持续发展的地毯产业的发展。"
42,4,Pakistan,ClassNotes SMC-Private Limited,"World-class software/product development team serving 35 million users，our team of product/software development experts have experience of working with the top internationd corporations and multi-lateral organizations around the world.We bring your vision to the real world. Our expertise are in: Al Tools Online platforms (web/mobile),Entrepreneurship,Education 世界一流的软件/产品开发团队，服务用户达 3500 万,我们的产品/软件开发专家团队拥有与顶尖国际企业和世界各地的多边组织的合作经验。我们将您的构想变为现实。我们的专长在于：人工智能工具、在线平台（网络/移动设备）、创业、教育",Mr/s. Al-Hilal Yesha,+1(512) 666-1423,ozaal@class-notes.com,https://class-notes.com,,logo.jpg,, 15 persons 15人,"United States, Germany, Belgium美国、德国、比利时",LinkedIn: https://www.linkedin.com/company/classnotesxyz
43,4,Philippines,Emottoons Animation and Gadgets Shop,"Emottoons Animation Studio is a Cebubased 2D outsourcing studio delivering world-class cartoons, anime, and concept designs. We specialize in highquality, customized storytelling that balances creativity with efficiency. Our strength lies in nurturing local talent, combining Filipino artistry with globa standards, and offering innovative, costeffective animation solutions for diverse clients.埃莫托恩动画工作室是一家位于菲律宾的 2D 外包工作室，致力于制作世界级的卡通、动漫和概念设计作品。我们专注于高质量、定制化的叙事方式，将创意与效率完美结合。我们的优势在于培养本土人才，将菲律宾的艺术风格与全球标准相结合，并为各类客户提供创新且经济高效的动画解决方案。",Mr.Philmore G. Amodia,+63 923 412 7779,info@emottoons.com,www.emottoons.com,wxid_h96k7c3eklqj22,logo.jpg,"30 minutes / Month 
30 分钟/月",30-40 animators 30 至 40 名动画师,"US, EUROPE, CHINA, JAPAN 美国、欧洲、中国、日本",Emottoons empowers local artists 埃莫托恩为当地艺术家提供了支持和助力
44,4,Trinidad and Tobago,Siel Environmental Services Limited,"Siel Environmental is a Caribbean-based consultancy tackling food waste challenges with practical, people-centered solutions. Our flagship programme, Doh Waste Good Food, helps governments, businesses, and individuals reduce waste,use alternative processing methods e.g. composting and save money. We stand out for our regional expertise. innovative training, and empowering approach that inspires lasting change.西尔环境咨询公司是一家总部位于加勒比地区的咨询机构，致力于通过实用且以人为本的解决方案来应对食物浪费问题。我们的核心项目“道哈减少浪费，变废为宝”旨在帮助政府、企业和个人减少浪费, 使用替代性处理方法，例如堆肥处理，能够节省成本。我们凭借其区域专业知识、创新培训以及激发持久变革的激励性方法而脱颖而出",Mrs. SIAN CUFFY-YOUNG,-11187,info@sielenvironmental.com,www.sielenvironmental.com,,logo.jpg,2 COMPANIES/MONTH 2个公司每月,3 PERSONS 3人,CARIBBEAN 加勒比海,Advocacy in food and organic waste management，Children's waste literacy through books and programmes 食品与有机废弃物管理倡导，通过书籍和项目提升儿童的废弃物素养
45,4,Turkmenistan,IE "Ganatly Mekan","""Ganatly Mekan"" is a consulting space dedicated to personal growth and psychological support. We offer a range of workshops and psychological sessions aimed at expanding knowledge and promoting inner growth. As well as supporting HR in finding and selecting the most suitable candidates for key roles.Our mission is to help individuals unlock their potential and find fulfillment.“Ganatly Mekan"" 是一个专注于个人成长与心理支持的咨询空间。我们提供各类工作坊和心理辅导课程，旨在拓展知识、促进内在成长。同时，我们协助人力资源部门寻找并选拔关键岗位的最适宜候选人。我们的使命是帮助个人发掘自身潜能并实现价值感。",Mrs. Bagty Annayeva,+99 361395707,bagtyannayeva@gmail.com,@ganat.tm.psy,wxid_751dbyuclese12,,8-12 session per month 每月8-12次课程,3,"Online session with Russia, Turkey 与俄罗斯、土耳其的线上会议",Volunteering projects for support for moms of special kids 支持特殊儿童母亲的志愿项目
46,4,Uganda,Sumic IT Solutions Ltd.,"Africa's Digital Transformation Solutions Provider，Since 2019，We discover, design and develop advanced informationd technology and translate that into value for our clients through consulting services.非洲数字转型解决方案提供商，自2019年起，我们致力于发现、设计和开发先进的信息技术，并通过咨询服务将这些技术转化为为客户创造的价值。",Mr. Cirus Sumika,+256 753 926 542 /+256 787 269 229,info@sumicitsolutions.com,www.sumicitsolutions.com,,logo.jpg,,20 Persons 20人,Japan 日本,Empowering communities & shaping the future through innovative technology solutions 通过创新技术解决方案赋能社区并塑造未来
47,4,United Republic of Tanzania (the),Food Elimu Africa,"Food Elimu Africa empowers East African agro-enterprises to achieve world-class food safety, quality, and certification standards; locally and affordably. With Al-driven solutions, Lean expertise, and hands-on consulting, we unlock premium markets, cut costs, and ensure compliance. Our unique edge: globa expertise, localized innovation, and proven success transforming SMEs into global competitors. Food Elimu Africa 赋能东非农业企业实现世界级的食品安全、质量及认证标准，并确保其在当地以可负担的成本达成。凭借人工智能驱动的解决方案、精益专业知识以及实地咨询服务，我们助力开拓高端市场、降低成本并确保合规。我们的独特优势在于：全球专业经验、本地化创新以及将中小企业转变为全球竞争者的 proven 成功案例。",Mr. Kibunje Mageme KULWA,+255 752 860 208,info@foodelimu.co.tz,www.foodelimu.co.tz,wxid_bkjortboak7s22,logo.jpg,"Variable, depending
on number of clients 视客户数量而定",< 10 people < 10 人,"The US, EU countries 美国、欧盟国家","Empowering SMEs, Protecting Planet, Driving Prosperity 赋能中小企业，守护地球家园，驱动繁荣发展"
48,4,Zimbabwe,Forestry & Citrus Research,"Forestry & Citrus Research (FACIR) pioneers agroforestry innovation, blending reforestation, eco-fintech, and Al-driven tree production and monitoring. FACIR's strength lies in scalable, community-powered solutions that integrate cutting-edge tech to transform Africa's environmental, fruit farming and economic landscape. 林业与柑橘研究（FACIR）在农林复合系统创新领域处于领先地位，融合了植树造林、生态金融科技以及人工智能驱动的树木生产与监测技术。FACIR的优势在于其可扩展的社区赋能解决方案，通过整合尖端技术，致力于改变非洲的环境、水果种植及经济格局。",Mr. Takudzwa Ashley MLAMBO,+263779200157,tmlambo@facir.co.zw,https://www.facir.co.zw,,logo.jpg,50 tons/month 每月50吨,8,"Rwanda, Botswana, United Kingdom 卢旺达、博茨瓦纳、英国",Landscape Restoration 景观恢复
49,2,Burundi布隆迪,GREEN NATURAL COMPANY LTD,"GREEN NATURAL COMPANY LTD is providing Premium Green
Foods & Trading Solutions.Exporting the finest fresh foods from Burundi and Uganda to Europe, Canada, and America. VERY SOON TO CHINA.
GREEN NATURAL COMPANY LTD是一家提供优质绿色食品与贸易解决方案的公司。其从布隆迪和乌干达出口最优质的生鲜食品至欧洲/加拿大和美国。不久将进军中国市场。",Mr/s.NDUWIMANA,+257 61 288 321,info@eacgreen.com gelase@eacgreen.com ,www.eacgreen.com,,logo.jpg,"Four 40
HQ of Hass Avocado per month每月40柜哈斯鳄梨","50
persons 50人", Europe contries欧洲国家,"Make
our world fully with natural foods让我们的世界以天然食品为食源"
50,2,Burundi布隆迪,MAZINGWA INVESTMENT,"MAZINGWA INVESTMENT is a  Food and Agricultural Company located in
Burundi. The main office is located at Bujumbura with branches throughout the
country.  We produce and sell food from
selected seeds in collaboration with National Office of Control and
Certification Seed to insure the quality of our products. MAZINGWA INVESTMENT是一家位于布隆迪的食品与农业企业。其总部设在布琼布拉，公司在全国范围内设有分支结构。我们采用精选种子进行生产与销售，并与国家种子控制与认证办公室合作以确保产品质量。",Mr. KEZUMUKAMA Emery Patrice,+257 79 197 598,mazinvest15@gmail,mazinvest15.com,,logo.jpg,"150
TONES150吨",21,East African Community东非共同体,Fight hunger对抗饥饿
51,2,Burundi布隆迪,Trade Legacy Burundi,"Trade Legacy Burundi exports
Hass avocados, avocado oil, soybeans, and chili, with consistent quality and
competitive pricing. We manage the full chain, from cultivation to shipping,
ensuring traceability, eco-friendly production, and sustainability. Through
bio-fertilizers and land restoration techniques, we provide reliable volumes
and trusted international supply. Trade Legacy Burundi出口哈斯鳄梨/鳄梨油/大豆和辣椒，产品品质稳定，价格具有竞争力。我们全程负责管理，从种植到运输，确保可追溯性/环保生产以及可持续发展。通过生物肥料和土地恢复技术，我们能够提供稳定的产量和可靠的国际供应。",Mr. Bokim Beni NIHOZE,"+257 79 307
064",beni.bokim@tradelegacy.org  ,www.tradelegacy.org  ,wxid_nuvpg7v4sa2s22,logo.jpg,"Hass Avocado: 100–300 tons (seasonal);
Avocado Oil: 5,000–8,000 bottles (Packaging: 250
ml and 500 ml glass bottles); Soybeans: 80–400 tons Chili: 85–280 tons
哈斯鳄梨：100-300吨（季节性供应）；鳄梨油：5000-8000瓶（包装：250毫升和500毫升玻璃瓶）；大豆：80-400吨；辣椒：85-280吨","12 staff (core team); 1,175+
farmers (partners); 200+ seasonal (harvest)12名工作人员（核心团队成员）；1175名以上的农民（合作伙伴）；200名季节性（收割期）工人",Exporting countries出口国,"Supporting 1,175+ smallholder
farmers with training and fair markets；Promoting bio-fertilizers, land restoration & solar irrigation for climate-smart farming；Ensuring traceability & compliance in all exports为1175余名小规模农户提供培训及公平交易市场支持；推广生物肥料、土地恢复及太阳能灌溉技术，以实现气候友好型农业发展；确保所有出口环节的可追溯性和合规性  "
52,2,Gambia（ppt）,Smiling Coast Agro Processing Company Limited,,,,,,,,,,,
53,2,Guinea几内亚,Sustainable Development Africa Trading and Innovation,"Sustainable Development Africa Trading
and Innovation is a social enterprise promoting climate-resilient, natural
products from West Africa. We offer premium shea butter, raw honey, and roasted
peanuts, ethically sourced from rural producers. Our strength lies in quality
control, traceability, and product customization—bridging African heritage with
global markets through innovation and impact. Sustainable Development Africa Trading and Innovation是一家致力于推广来自西非的适应气候变化的天然产品的社会企业。我们提供优质的乳木果油和烘烤花生，且这些产品均来自有道德规范的生产商。我们的优势在于灵活性，并通过创新和影响力将非洲的传统文化与全球市场相连接。 ",Mr. Issa SOUARE,2.2462E+11,info@sustainabledevelopmentafrica.org,www-trading.sustainabledevelopmentafrica.org,wxid_5j2cuymlwztt12,,"8,000–10,000 units/month
(combined for all products; scalable upon demand)每月8000至10000件（涵盖所有产品，可根据需求调整）","N°
persons 22 staff (including producers,laborers,
processing, packaging, and management teams)人数：22人（包括生产人员、工人、加工人员、包装人员以及管理人员团队）","Exporting
countries:Preparing entry into China and Gulf
markets in 2025出口国家：为2025年进入中国和海湾市场做准备","Special social – eco commitments Empowering rural women cooperatives, promoting fair trade, reducing plastic waste through eco-packaging, and reinvesting in local climate resilience initiatives特别的社会-生态承诺：增强农村妇女合作社的力量，推动公平贸易，通过环保包装减少塑料废弃物，并将资金重新投入到当地的气候适应项目中"
54,2,Madagascar马达加斯加岛,PHAEL FLOR EXPORT,"Phael Flor is a family-owned Malagasy company dedicated to producing 100% natural plant extracts, spices, and essential oils, certified organic and fair trade. For generations, we have cultivated and processed our products with deep respect for nature and local communities. Phael Flor是一家家族所有的马达加斯加公司，致力于生产100%的天然植物提取物/香料和精油，这些产品均获得有机认证和公平贸易认证。数代以来，我们一直怀着对自然和当地社区的深深敬意来种植和加工我们的产品。 ",Mr. Heriniaina RAMBOATIANA,"+261 32 11 830
13",heriniaina@phaelflor.com,www.phaelflorexport.com,,,70T/month每月70顿,60,"France, USA, Germany, China,
South Africa, Mauritius法国、美国、德国、中国、南非、毛里求斯",Fair trade certified公平贸易认证
55,2,"Mozambique
莫桑比克","Agrosell, Lda","Agrosell, Limited is a company focused on online trading of agricultural products and supplies through a mobile application.
Agrosell 有限公司是一家专注于通过移动应用程序开展农产品及农业物资在线交易的公司。",Mr/s. ARLINDO MANUEL ,2.58846E+11, info@agrosell.co.mz, www.agrosell.co.mz,,,,10,Mozambique,Promote socially and environmentally responsible practices in the agricultural supply chain.
56,2,"Senegal
塞内加尔",TIGGER CUSTOM COMPANY,"""LET’s GROW TOGETHER BY PRODUCING WHAT WE CONSUME""
ARRA Kàfèi Sénégal, a branch of ARRA, introduces Kàfèi, a premium coffee line proudly made in Senegal. Blending tradition and innovation, Kàfèi delivers rich, authentic flavors sourced from local farmers. Our strength lies in quality craftsmanship, sustainable sourcing, and a modern African identity redefining coffee culture We produce SHEA BUTTER, PEANUT, CASHEW and MORINGA with Young motivated based in Dakar and Beijing.
ARRA Kàfèi Sénégal 作为 ARRA 的分支机构，推出了高端咖啡系列 Kàfèi，该系列咖啡自豪地标注 “塞内加尔制造”。Kàfèi 融合传统与创新，精选当地农场原料，带来浓郁纯正的风味。我们的优势在于精湛的品质工艺、可持续的原料采购，以及塑造现代非洲品牌形象 —— 这一形象正在重新定义咖啡文化。
我们还生产乳木果油、花生、腰果及 MORINGA（辣木）相关产品，团队由充满干劲的年轻人组成，办公地点分别位于达喀尔与北京。 ",Mr. Mody Tidiane FALL,+221 77 640 48 34,tiggercustomcompany@gmail.com,,Arraclothingsenegal,,5700 Units/Pieces/month,57 persons,"Guinee ,Mali, Gambia, China, Russia, Europe ","We empower Senegalese communities by supporting local coffee growers, creating jobs, and celebrating Africa’s authentic coffee heritage and local crafts "
57,2,"South Sudan
南苏丹",Urban South Group,"Women-led startup connecting students and communities in South Sudan through natural honey and Nilotica shea butter.
We craft rare, wild-harvested Nilotica shea butter—luxurious, vitamin-rich, and cherished for centuries by African queens—alongside pure, smoky wild honey in golden, amber, and dark varieties. Sustainably sourced and women-led, our products connect South Sudanese communities to global cosmetic, pharmaceutical, and food value chains with unmatched quality and authenticity. 
由女性主导的初创企业，通过天然蜂蜜与尼罗河乳木果油，搭建起南苏丹学生群体与社区之间的联结。
我们精心打造珍稀的野生采摘尼罗河乳木果油 —— 这款产品质地奢华、富含维生素，数个世纪以来一直为非洲王后们所珍视；同时，我们还提供纯净的烟熏风味野生蜂蜜，拥有金黄色、琥珀色与深褐色等多种品类。我们的产品秉持可持续采购原则，且由女性主导运营，凭借无可比拟的品质与纯正属性，将南苏丹社区与全球化妆品、制药及食品价值链紧密相连。",Mr/s. Justin Tata ,18321248492,chair@ss.uwc.org,www.urbansouthgroup.shop,wxid_be5ekppd6s9a12,"logo,jpg",120t/month,18 women and 8 men,"Canada, France, Kenya and China","Empowering women, enriching nature "
58,2,"Uganda
乌干达",Bayaaya specialty coffee ltd,"Bayaaya Specialty Coffee Ltd. is a dynamic and impactful business dedicated to transforming the coffee industry in Mbale City and the Mt. Elgon region of Uganda. Our company specializes in premium specialty coffee, sourced directly from 1000 small holder farmers and 6o% of these farmers are women who are committed to sustainable agriculture. We focus on adding value to raw coffee beans through meticulous processing and packaging, delivering high-quality products that appeal to both domestic and international markets.
Bayaaya Specialty Coffee Ltd. 是一家充满活力且极具影响力的企业，致力于变革乌干达姆巴莱市及埃尔贡山地区的咖啡产业。我司专注于高品质精品咖啡，原料直接采购自 1000 名小农户，其中 60% 的农户为女性，她们均秉持可持续农业理念。我们通过精细化加工与包装，为生咖啡豆赋予更高价值，致力于提供深受国内外市场青睐的优质产品。",Ms.Meridah Nandudu.,33.5677773,Email.bayaayacoffee@gmail.com ,www.bayaayacoffee.com ,,"logo,jpg",54 tones a season. ,6 fulltime employees.,China,"Bayaaya empowers women, youth and small farmers through fair trade, education, sustainability, and inclusive practices to improve livelihoods and equity."
59,2,"United Republic of Tanzania (the)
坦桑尼亚联合共和国",GBRI BUSINESS SOLUTIONS COMPANY LIMITED,"GBRI Business Solutions aggregates and exports premium horticultural produce from over 10,000 Tanzanian smallholder farmers. We provide training on good agronomic practices, ensure quality compliance, and are pioneering zero-waste avocado processing into oil. Our strength lies in strong farmer networks, export expertise, and innovative value-addition for sustainable market growth
GBRI Business Solutions整合并出口来自坦桑尼亚 10,000 多名小农户的优质园艺产品。我们为农户提供优良农艺实践培训，确保产品符合质量标准，同时率先开展牛油果零废弃加工榨油技术的研发与应用。公司的核心优势在于强大的农户合作网络、专业的出口运营能力，以及通过创新性增值举措推动市场实现可持续增长。",Ms. HADIJA JABIRI  ,2.55757E+11,hadijaj@eatfresh.co.tz  ,www.eatfresh.co.tz,,,"Avocado – 4 containers /mnth
Avocado oil- 4 flex containers /mounth ",52 permanent & 200 temporary ,"Netherlands, Romania, India, Portugal, Spain, Italy","Supporting more than 10,000 small holder farmers with access to market, extension services and GAP trainings."
60,1,Afghanistan阿富汗,Ansari Wahid Group of Companies,"Ansari Wahid Group of Companies specializes in high-quality agricultural and natural products, including bitter almonds, dry Damask roses, and premium essential oils. With strong roots in Afghanistan’s fertile lands, we combine tradition with innovation, offering eco-friendly processing and sustainable cultivation. Our competitive advantage lies in purity, authenticity, and consistent international-grade quality.安萨里·瓦希德集团公司专注于高品质的农业及天然产品，包括苦杏仁、干燥的达姆沙克玫瑰以及优质精油。我们深深扎根于阿富汗肥沃的土地之上，将传统与创新相结合，采用环保的加工方式和可持续的种植方法。我们的竞争优势在于纯净度、真实性以及始终如一的国际级品质。",Mrs. Sonita Anwari,,AWG1399@gmail.com,www.anwariwahid.com,S_Anwari,images/SME/Ansari/logo.jpg,"Bitter Almond 1000 Ton/Season Dry Rose 150 Ton/Season
苦杏仁 1000 吨/季 干玫瑰 150 吨/季",115 person ,"Pakistan, Uzbekistan, and UAE巴基斯坦、乌兹别克斯坦和阿联酋","Empowering women, supporting Afghan farmers, and promoting eco-friendly cultivation.增强女性力量、扶持阿富汗农民以及推广环保型种植方式。 "
61,1,Afghanistan阿富汗,Jahan Saffron Production Process And Packing Co,,,,,,,,,,,
62,1,Afghanistan阿富汗,Kamran Shafi Group of companies,,,,,,,,,,,
63,1,Bolivia (Plurinational State of)多民族玻利维亚国,Agroexportaciones del Sur S.R.L.,"We are a Bolivian company that produces and markets grains and seeds worldwide. Partnering with over 4,000 small-scale farmers, we provide extensive resources and technical support to ensure high-quality, sustainable produce. Our annual production program forecasts export quantities per season to meet global market demands efficiently, reinforcing our reputation as a reliable company.我们是一家来自玻利维亚的公司，专门生产和销售谷物及种子，产品遍布全球市场。我们与超过 4000 名小规模农户合作，提供全面的资源和专业技术支持，以确保产品的高品质和可持续性。我们的年度生产计划会预测每个季节的出口量，以便高效地满足全球市场需求，从而巩固了我们作为一家可靠公司的声誉。 ",Ms. Laura Loredo,+591 77667207,m_loredo@agroexport.com.bo , www.agroexport.com.bo ,wxid_co0lxsdxmuv512 ,,"500 metric tons per month.
每月 500 吨。","54 people and up to 4.000 small farmers.
54 人以及多达 4000 名小农户。","China, Japan, Germany, Spain, The Netherlands, Poland, Israel, USA, Canada.
中国、日本、德国、西班牙、荷兰、波兰、以色列、美国、加拿大。","To practice sustainable agriculture, providing technical assistance, resources and knowledge that helps develop small communities and improve their life quality.
为了推行可持续农业，提供技术援助、资源以及相关知识，以帮助发展小型社区并提升其生活质量。"
